93596301,93596301,159802993,【穿越火线】完全体的神圣爆裂者Ⅲ，到底有多强？,主页-游戏-网络游戏,2020-03-05 01:31:23,1258,6,39,17,49,25345810,247,穿越火线,,,32,10,0,0,1583510426.5933042
93596302,93596302,159803218,风痕大大与两个幼儿园小盆友的快乐生存实况ep.1,主页-游戏-手机游戏,2020-03-05 01:38:24,4,0,0,0,976,516233826,2,手机游戏,,,0,1,0,0,1583510426.774722
93596303,93596303,159801806,美国九十年代特摄op合集,主页-动画-特摄,2020-03-05 01:48:30,106,0,2,4,804,494245479,13,童年回忆杀,,,2,0,0,0,1583510426.965357
93596304,93596304,159803515,200000000元的琴和3000000的琴有什么区别?听得出来吗?,主页-音乐-音乐现场,2020-03-05 01:47:56,14,0,0,0,288,400812782,196,音乐现场,,,0,0,0,0,1583510427.1684968
93596305,93596305,159803855,新婚快乐排气,主页-生活-日常,2020-03-05 01:29:26,4,0,0,0,15,516986864,,生活,,,0,0,0,0,1583510427.381142
93596307,93596307,159798386,微积分第二次课,主页-科技-演讲·公开课,2020-03-05 01:50:05,12,0,0,0,6053,511855648,341,数学,,,0,1,0,0,1583510427.5889149
93596308,93596308,159803826,布偶猫Candy的孩子：小六，今天上午前往了喵星。,主页-生活-动物圈,2020-03-05 01:26:04,5,0,0,0,59,492894019,,喵星人,,,0,0,0,0,1583510427.765232
93596309,93596309,159800393,二下 7.一匹出色的马 字词（1）,主页-生活-其他,2020-03-05 06:29:40,69,0,0,0,1277,2982811,,学霸修炼挑战,,,0,1,0,0,1583510427.93915
93596310,93596310,159803597,节奏大师：经典老歌《悲伤逆流》4k满分视频（同时也为卡在1238关的人设计，方法到时看up主评论哦）,主页-游戏-音游,2020-03-05 01:38:01,14,0,0,0,125,505423402,1,音乐游戏,,,2,0,0,0,1583510428.1191628
93596311,93596311,159798917,[小团圆果子教室]kiri芝士饼干三明治超浓郁简单冻芝士夹心饼干,主页-生活-美食圈,2020-03-05 01:31:37,39,0,0,4,160,9189792,26,美食,,,0,0,0,0,1583510428.291868
93596313,93596313,159801231,Valentino Khan Live Electric Daisy Carnival Mexico 2020,主页-音乐-音乐现场,2020-03-04 23:14:38,245,1,3,4,3601,72647293,2.2万,欧美音乐,,,0,0,0,0,1583510428.475737
93596314,93596314,159803810,这把武器堪比猎弩,主页-游戏-网络游戏,2020-03-05 01:34:00,35,0,2,1,15,397553859,17,穿越火线,,,0,1,0,0,1583510428.684552
93596315,93596315,159801334,明日方舟官服送号，看简介,主页-游戏-手机游戏,2020-03-05 01:27:21,326,0,13,8,35,388356296,31,手机游戏,,,35,0,0,0,1583510428.866124
93596317,93596317,159803041,刷资源的窝囊废外挂被识破还死不承认［知夕鸭］,主页-游戏-音游,2020-03-05 01:51:58,118,1,5,4,787,310078060,294,音乐游戏,,,13,0,0,0,1583510429.046981
93596318,93596318,159803622,godot信号教程,主页-科技-野生技术协会,2020-03-05 02:00:06,19,0,2,1,644,443624734,27,技术宅,,,2,0,0,0,1583510429.221819
93596320,93596320,159803720,宫崎骏动漫#戳心台词,主页-生活-其他,2020-03-05 01:36:09,9,0,0,0,30,516957290,,治愈向,,,0,0,0,0,1583510429.407156
93596321,93596321,159803547,疫情结束后第一次吃到炸鸡的你,主页-生活-日常,2020-03-05 01:25:10,16,0,2,0,10,176377579,6,萌宠,,,1,1,0,0,1583510429.574676
93596322,93596322,159759531,第2课独体字的平衡结构,主页-生活-绘画,2020-03-05 01:50:25,6,0,0,0,1286,504756520,,绘画,,,0,0,0,0,1583510429.741926
93596323,93596323,159801561,揭秘东风本田神车新思域6千元的原厂改装套装有哪些？,主页-科技-汽车,2020-03-05 01:33:21,68,0,0,0,167,432613295,3,汽车,,,0,0,0,0,1583510429.933491
93596324,93596324,159803459,猴哥,主页-生活-搞笑,2020-03-05 01:31:20,9,0,0,0,53,508398632,,鬼畜,,,0,0,0,0,1583510430.085069
93596325,93596325,159803229,高三生是怎样过一天的???,主页-生活-日常,2020-03-05 01:56:09,4,0,0,0,388,393307906,,高三,,,0,0,0,0,1583510430.273024
93596326,93596326,159802905,《我的世界》当胆小up又双又玩起了恐怖解密,主页-游戏-单机游戏,2020-03-05 01:49:57,20,0,6,2,781,319228907,26,我的世界,,,3,0,0,0,1583510430.4272928
93596327,93596327,159803405,【Tor吧中字】泰星Tor凭借《新铁石心肠》获得第16届Komchadluek最佳男演员•获奖感言,主页-娱乐-明星,2020-03-05 01:38:16,2184,1,5,15,190,436879908,1023,明星,,,11,2,0,0,1583510430.637205
93596328,93596328,159803050,Homework - Direct sensing  Analysis Group 2 Online class,主页-科技-演讲·公开课,2020-03-05 02:31:43,21,0,0,1,5307,17986719,35,考试,,,0,1,0,0,1583510430.80866
93596330,93596330,159799620,［梦染淡墨］我的世界网易租赁服多人联机#24 岩浆：你对我做了什么,主页-游戏-手机游戏,2020-03-05 01:39:47,21,1,2,0,1470,482181561,16,我的世界,,,0,0,0,0,1583510430.981233
93596331,93596331,159796484,尝试用“吐司+手抓饼皮”自制“苹果派+苹果披萨”是什么体验？,主页-生活-美食圈,2020-03-04 18:00:22,193698,1426,4008,1417,390,11278782,151.3万,美食,,,575,251,0,0,1583510431.181134
93596332,93596332,159802622,电影投资危机,主页-科技-汽车,2020-03-05 01:40:34,13,0,0,0,94,516707007,,汽车,,,0,0,0,0,1583510431.352957
93596333,93596333,159803696,【火影忍者手游】无意间打出空中螺旋丸,主页-游戏-手机游戏,2020-03-05 01:39:47,28,0,1,0,59,393928090,23,手机游戏,,,1,0,0,0,1583510431.514424
93596334,93596334,159803259,没想到最后还是因为梦泪附体的“宫本”才赢的(≧∇≦)/,主页-游戏-电子竞技,2020-03-05 01:37:24,31,0,0,0,19,457377905,,电子竞技,,,1,0,0,0,1583510431.686393
93596336,93596336,159801719,第53届百想艺术大赏的中场表演《我每天做梦》,主页-娱乐-Korea相关,2020-03-05 01:56:46,193,1,0,1,341,85936288,1477,韩国电影,,,1,1,0,0,1583510431.895461
93596337,93596337,159801702,（转载/dorami)（Thank you everyone...）祝贺dorami 50万粉！！,主页-游戏-单机游戏,2020-03-04 15:35:32,746,10,18,26,287,395124899,92,音乐游戏,,,28,7,0,0,1583510432.0712872
93596338,93596338,159803212,七年历史第9课 宋代经济的发展,主页-科技-演讲·公开课,2020-03-05 01:58:25,42,0,0,1,1967,507877903,195,教育,,,0,3,0,0,1583510432.254795
93596339,93596339,159804087,Blair的读书分享——10本英文原版新书开箱,主页-生活-日常,2020-03-05 01:40:31,28,0,0,1,389,10494205,47,学习,,,0,1,0,0,1583510432.440545
93596340,93596340,159801715,小题训练三,主页-生活-日常,2020-03-05 02:28:01,19,0,0,0,505,487146500,63,学习,,,0,1,0,0,1583510432.6328452
93596341,93596341,159799360,把抱轮车当起落架 带着它上天 [X-Plane 11],主页-游戏-单机游戏,2020-03-04 21:59:13,2366,44,28,35,353,111239761,6639,飞机,,,69,5,0,0,1583510432.80851
93596343,93596343,159803912,崩坏三1万3收藏的终极区咸鱼账号展示,主页-游戏-单机游戏,2020-03-05 01:41:22,16,0,0,0,108,113876346,12,沙雕之主,,,4,1,0,0,1583510432.996515
93596344,93596344,159801421,【小AI】《战争机器5》恐怖研究所亡命之旅！人体实验和人工智能！第二幕 第三章 见树不见林(3),主页-游戏-单机游戏,2020-03-05 02:01:30,33,0,6,3,843,12736131,179,战争机器5,,,16,0,0,0,1583510433.1566
93596345,93596345,159802817,doa6惠香mod,主页-游戏-单机游戏,2020-03-05 02:09:05,34,0,0,0,563,58686508,277,doa6,,,0,0,0,0,1583510433.326636
93596346,93596346,159802188,MAKES 期待你穿上婚礼服的那天,主页-游戏-手机游戏,2020-03-05 01:26:47,14,0,2,0,16,36292447,26,手机游戏,,,4,0,0,0,1583510433.486751
93596347,93596347,159803685,【Carson Johns】在快餐店工作的第一天 FIRST DAY at a FAST FOOD JOB!,主页-生活-日常,2020-03-05 01:41:27,4,0,0,1,602,4767665,4,高颜值,,,0,0,0,0,1583510433.697929
93596348,93596348,159802332,绿帽赛车手,主页-游戏-单机游戏,2020-03-05 01:30:53,4,0,1,0,351,201253858,33,GTA,,,2,0,0,0,1583510433.953974
93596352,93596352,159803796,【实况足球】&当你花2000金币！再次挑战出梅西和老马会不会出！,主页-游戏-手机游戏,2020-03-05 01:41:10,36,0,4,0,175,352416607,87,手机游戏,,,1,0,0,0,1583510434.1747541
93596356,93596356,159802857,《剑与远征》骨王托安，一刀流混剪！请以艺术的眼光看待一刀流。,主页-游戏-手机游戏,2020-03-05 01:41:43,76,1,4,2,200,156917119,6,手机游戏,,,1,1,0,0,1583510434.354563
93596357,93596357,159801485,【koko】专治不服力度怪/高质量实力翻跳/编舞师版本EVERGLOW阁楼DUN DUN 翻跳,主页-舞蹈-明星舞蹈,2020-03-06 00:39:12,99,1,0,2,171,319486196,355,舞蹈,,,4,0,0,0,1583510434.5295172
93596358,93596358,159803251,【蛙妈绘本库】034 屠龙族,主页-生活-日常,2020-03-05 01:52:02,0,0,0,0,283,347418983,5,儿童,,,0,0,0,0,1583510434.7085671
93596359,93596359,159802832,丸厨的2020丸子生限:今天也为ur拼命挣扎,主页-游戏-音游,2020-03-05 01:32:08,20,0,0,0,215,35821905,31,音乐游戏,,,0,0,0,0,1583510434.870132
93596360,93596360,159804108,【原色.街舞】popping基础，综合2,主页-舞蹈-舞蹈教程,2020-03-05 03:47:10,114,0,2,1,212,450821566,91,街舞,,,1,1,0,0,1583510435.045912
93596361,93596361,159803198,bounprem配BGM简直太撩了,主页-娱乐-明星,2020-03-05 01:26:24,74,0,0,1,10,486550586,13,明星,,,0,0,0,0,1583510435.222434
93596362,93596362,159802780,小好做蛋糕,主页-生活-日常,2020-03-04 18:44:04,22,0,2,1,143,37008209,,美食,,,1,1,0,0,1583510435.412092
93596364,93596364,159804182,中国加油,主页-生活-日常,2020-03-05 01:26:46,6,0,0,0,9,432971802,3,我的世界,,,0,0,0,0,1583510435.605254
93596366,93596366,159802311,新特丽小课堂--零门槛打造“五星级”家居照明,主页-生活-日常,2020-03-05 01:28:00,15,0,0,0,358,516973306,,健康,,,0,0,0,0,1583510435.79985
93596367,93596367,159803418,16年11月四驱7座汉兰达,主页-科技-汽车,2020-03-05 01:23:32,11,0,0,0,16,481474720,10,汽车,,,0,0,0,0,1583510435.976423
93596368,93596368,159799719,啊育的神奇点位,主页-游戏-网络游戏,2020-03-05 01:31:24,7,0,0,0,18,13330997,13,彩虹六号,,,0,0,0,0,1583510436.150513
93596369,93596369,159800425,The Story of Juice Wrld，juice的一生。,主页-音乐-音乐综合,2020-03-05 01:47:16,17,0,0,1,962,36003537,6,RAP,,,3,0,0,0,1583510436.326008
93596371,93596371,159801342,【网课偷吃】vlog4，嘘别让我的老师发现,主页-生活-日常,2020-03-04 23:45:20,45,1,3,2,210,274387768,546,美食,,,8,1,0,0,1583510436.5082738
93596372,93596372,159801189,Lady Gaga - Stupid Love  Piano Cover by Pianella Piano,主页-音乐-演奏,2020-03-05 01:30:18,24,0,0,0,210,495355472,10,演奏,,,0,0,0,0,1583510436.682445
93596373,93596373,159803538,地缚少年花子的骚话,主页-动画-综合,2020-03-05 01:34:41,21,0,0,1,16,204400974,654,正太,,,1,0,0,0,1583510436.8680692
93596375,93596375,159803746,被一个孩子感动了，愿你生活美好幸福,主页-生活-日常,2020-03-05 01:30:54,5661,5,9,16,17,325600951,13,正能量,,,28,1,0,0,1583510437.0498729
93596376,93596376,159803921,《阴阳师》震惊！45天萌新终于齐集呱皇,主页-游戏-手机游戏,2020-03-05 01:41:54,2802,45,6,5,107,397252677,49,手机游戏,,,85,2,0,0,1583510437.225703
93596377,93596377,159801220,（中文解说）喷气式涡轮发动机工作原理,主页-科技-机械,2020-03-05 01:52:40,302,0,2,8,312,284812761,1,机械,,,1,2,0,0,1583510437.403533
93596378,93596378,159798571,在零下二十几度的天气，冻并快乐着><,主页-数码-摄影摄像,2020-03-06 10:57:54,4,0,0,0,11,482601872,19,数码,,,0,0,0,0,1583510437.588887
93596379,93596379,159804234,025不良分析-虚焊假焊,主页-科技-演讲·公开课,2020-03-05 01:41:47,5,0,0,0,1349,511720074,21,教育,,,0,0,0,0,1583510437.802752
93596380,93596380,159803554,【Uzi】令人震惊的补刀细节  乌兹，永远滴神！！！,主页-游戏-网络游戏,2020-03-05 01:26:33,37,0,0,0,38,389557533,2,电子竞技,,,0,0,0,0,1583510437.990737
93596381,93596381,159803861,粟花落叶樱！（ps：这个水印也是我哈）,主页-动画-短片·手书·配音,2020-03-05 01:31:48,2,0,0,0,8,389270666,1,粟花落叶樱,,,0,0,0,0,1583510438.190125
93596382,93596382,159786131,【鞍山一中】健  身  操,主页-生活-日常,2020-03-05 01:27:54,18,0,0,1,130,470426576,7,生活,,,1,1,0,0,1583510438.3585129
93596383,93596383,159781929,有没有有失眠党，陪我听安眠曲一起入睡~（各睡各的^0^）,主页-音乐-MV,2020-03-05 01:45:13,9,1,1,0,241,316783013,1,纯音乐,,,1,0,0,0,1583510438.574096
93596384,93596384,159804031,那一天，人们又回想起了被回南天支配的恐惧,主页-生活-日常,2020-03-05 01:46:26,2,0,0,0,13,488634719,4,戏精,,,0,0,0,0,1583510438.749179
93596385,93596385,159803543,Intel I7 8700K vs Ryzen 5 3600 vs I7 9700K,主页-数码-电脑装机,2020-03-05 01:32:44,202,0,0,1,361,3289067,4,数码,,,0,0,0,0,1583510438.933884
93596386,93596386,159802953,【一梦江湖捏脸数据】朱砂痣｜是谁最初的白月光，终是化作了心头的朱砂痣,主页-游戏-手机游戏,2020-03-05 13:30:58,16,0,2,0,41,10416218,8,手机游戏,,,1,1,0,0,1583510440.128662
93596387,93596387,159803604,物理学霸养成计划 第5集 等效大法好及其具体使用场景,主页-科技-演讲·公开课,2020-03-05 02:01:07,16,0,0,0,3334,404332492,2192,高中物理,,,0,0,0,0,1583510440.3283992
93596388,93596388,159804010,鸡      粑        粑,主页-生活-搞笑,2020-03-05 01:25:58,10,0,0,1,18,90548379,1,搞笑,,,1,0,0,0,1583510440.505257
93596390,93596390,159803839,MBE立体风格画法,主页-科技-演讲·公开课,2020-03-05 01:57:08,28,0,0,2,375,122106552,193,PS,,,0,0,0,0,1583510440.69043
93596391,93596391,159797153,三年级奥数周期问题22,主页-科技-演讲·公开课,2020-03-05 01:53:38,4,0,0,0,485,500573583,18,学习,,,0,1,0,0,1583510440.873374
93596392,93596392,159803523,就是你！,主页-生活-日常,2020-03-05 01:23:44,9,0,0,0,13,415919624,,舞蹈,,,0,0,0,0,1583510441.048099
93596394,93596394,159802246,一般人学不来的3T╮(‵▽′)╭,主页-游戏-单机游戏,2020-03-05 01:32:55,6,0,0,0,306,14337385,3,自制,,,0,0,0,0,1583510441.2254138
93596395,93596395,159803120,洞箫吹奏 经典曲目 月亮代表我的心,主页-音乐-演奏,2020-03-05 01:30:44,236,0,8,1,79,33707827,60,演奏,,,10,1,0,0,1583510441.4139369
93596396,93596396,159803659,【啊琳】一个普通小升初学生的网课日常,主页-生活-日常,2020-03-05 01:27:37,5,0,0,0,58,352502155,,生活,,,0,0,0,0,1583510441.602863
93596397,93596397,159803767,极乐净土,主页-舞蹈-宅舞,2020-03-05 01:47:19,226,1,6,9,60,499481922,170,宅舞,,,3,0,0,0,1583510441.781564
93596398,93596398,159803564,泉翔小姐姐在线介绍捆草绳,主页-生活-日常,2020-03-05 01:28:11,9,0,0,0,40,480542900,1,vlog复工日记,,,0,0,0,0,1583510441.96469
93596399,93596399,159702633,拉姆婚纱景品手办开箱,主页-生活-日常,2020-03-05 01:30:33,8,0,0,0,55,299426351,13,手办模玩,,,0,0,0,0,1583510442.141908
93596400,93596400,159801457,【骚卖排雷】这游戏千万别玩！赛博朋克风解密游戏-晕3D慎入-观察者,主页-游戏-单机游戏,2020-03-05 01:57:08,9,0,0,0,1798,434456916,40,游戏视频,,,0,0,0,0,1583510442.302902
93596401,93596401,159803933,剑与远征 20-27  光二宝 凤凰 狮子 女妖,主页-游戏-手机游戏,2020-03-05 01:33:03,232,0,0,1,45,45463971,924,手机游戏,,,1,0,0,0,1583510442.489801
93596402,93596402,159803532,后端案内人丨日本自杀者狩猎人,主页-生活-日常,2020-03-05 01:26:01,40,0,2,1,113,39168818,594,变态,,,2,0,0,0,1583510442.690229
93596403,93596403,159804122,斗地主 犹豫就会败北,主页-游戏-网络游戏,2020-03-05 01:26:18,5,0,0,0,74,242181451,31,手机游戏,,,0,0,0,0,1583510442.873677
93596404,93596404,159802981,龙岩市2018届高三2月理16，换种解法，阿波罗尼斯圆，海伦公式,主页-科技-演讲·公开课,2020-03-05 01:51:48,11,0,2,0,435,430317584,41,数学,,,2,0,0,0,1583510443.0570922
93596405,93596405,159804450,岁末焦虑症_是啥？,主页-生活-日常,2020-03-05 01:31:53,4,0,0,0,91,480767972,28,焦虑症,,,0,0,0,0,1583510443.258585
93596408,93596408,159803557,你永远不知道，你的对手是怎么打赢你的。。。,主页-游戏-手机游戏,2020-03-05 01:36:32,11,0,1,1,255,334524515,4,手机游戏,,,2,0,0,0,1583510443.474144
93596409,93596409,159803929,甄嬛传爆笑弹屏01没有你看不到，只有你想不到,主页-影视-影视剪辑,2020-03-05 01:29:24,20,0,0,0,33,363304857,,影视剪影,,,0,0,0,0,1583510443.676786
93596410,93596410,159804096,95版植物大战僵尸1-1,主页-游戏-单机游戏,2020-03-05 01:29:44,11,0,0,0,164,416855295,1,植物大战僵尸,,,0,0,0,0,1583510443.840016
